,
,
data_traditional.tif,
Emission wavelength,500 nm
NA,0.95
Refraction index,1.33
Voxel size,220 nm x 220 nm x 220 nm
Bead diameter,100 nm
,
Frame size,12 pixels
Threshold,197
,
Theoretical FWHM in XY,270 nm
Theoratical FWHM in Z,1.3 um
,
HeatMap Statistics,
FWHM min,422 nm +/- 11 nm
FWHMmin / Theoretical FWHMxy,1.566 +/- 0.04
FWHM max,550 nm +/- 36 nm
FWHMmax / Theoretical FWHMxy,2.041 +/- 0.134
FWHM z,2.08 um +/- 72.03 nm
FWHMz / Theoretical FWHMz,1.605 +/- 0.056
z0,+/- 8.33 um
(z0 - mean(z0)) / FWHMz,+/- 6.421
Asymmetry,0.772 +/- 0.054
Theta,-53.9 deg +/- 49.8 deg
,

Bead Id,x0 (um),y0 (um),z0 (um),FWHM min (um),FWHM max (um),FWHM z (um),z0 - mean(z0) (um),Asymmetry,Theta (degrees),R^2 FWHM min/max,R^2 FWHMz,Fit valid,Centroid brightness,Fitted Brightness(A),Fitted background(B),Image name
3031,114.87,77.994,57.137,0.389,0.673,2.112,19.62,0.578,-86.063,0.949,0.962,1,546,431.016,124.471,data_traditional
3032,85.694,74.974,57.433,0.401,0.599,2.16,19.916,0.669,-86.64,0.96,0.98,1,607,686.66,130.619,data_traditional
3033,112.286,73.829,57.209,0.38,0.627,2.024,19.692,0.606,-75.619,0.963,0.987,1,589,574.275,125.125,data_traditional
3034,99.024,72.949,57.472,0.404,0.626,1.942,19.954,0.646,-86.217,0.959,0.982,1,690,611.268,122.356,data_traditional
3035,75.493,72.829,57.658,0.398,0.576,1.865,20.14,0.692,-82.041,0.955,0.953,1,806,820.773,129.117,data_traditional
3036,103.546,67.696,57.441,0.409,0.64,2.085,19.923,0.64,-77.16,0.949,0.971,1,608,563.922,126.321,data_traditional
3037,108.41,68.473,12.089,0.105,0.18,2.587,-25.429,0.583,64.132,0.022,0.933,0,0,-4.405,130.639,data_traditional
3038,128.288,65.325,57.376,0.41,0.652,1.849,19.858,0.629,-77.349,0.94,0.966,1,558,491.219,124.132,data_traditional
3039,73.025,64.998,57.83,0.412,0.551,2.002,20.313,0.749,-72.762,0.962,0.985,1,876,836.897,137.763,data_traditional
3040,162.749,64.638,57.112,0.391,0.737,1.814,19.595,0.53,-74.075,0.899,0.958,0,547,387.519,119.971,data_traditional
3041,118.537,65.086,25.12,0.389,0.584,1.929,-12.397,0.665,-79.111,0.936,0.971,1,491,424.516,117.476,data_traditional
3042,155.89,59.031,57.309,0.413,0.696,2.062,19.792,0.593,-77.316,0.93,0.981,1,597,538.396,124.617,data_traditional
3043,99.167,55.607,57.48,0.439,0.678,3.726,19.962,0.648,-81.52,0.931,0.765,0,698,608.693,129.538,data_traditional
3044,150.643,53.336,40.108,0.415,0.715,1.86,2.591,0.58,-79.754,0.924,0.447,0,349,269.605,114.472,data_traditional
3045,122.498,51.741,57.835,0.418,0.553,1.889,20.318,0.756,-80.118,0.952,0.971,1,661,646.772,124.658,data_traditional
3046,144.268,43.025,57.621,0.408,0.668,1.966,20.104,0.611,-77.04,0.934,0.977,1,593,507.692,120.186,data_traditional
3047,160.412,42.295,57.492,0.405,0.707,2.083,19.975,0.573,-75.78,0.934,0.967,1,569,495.16,122.083,data_traditional
3048,9.595,35.425,53.795,0.145,2.471,3.205,16.278,0.059,0.246,0.01,0.42,0,132,-71.732,146.059,data_traditional
3049,159.232,31.248,57.502,0.449,0.642,2.028,19.985,0.699,-74.748,0.94,0.979,1,581,654.614,126.715,data_traditional
3050,150.267,27.467,56.61,0.47,0.662,2.027,19.093,0.709,-78.442,0.913,0.972,1,423,272.796,116.68,data_traditional
3051,34.344,22.325,58.085,0.417,0.546,1.988,20.567,0.763,87.197,0.97,0.987,1,1665,1812.116,143.6,data_traditional
3052,-97.294,8.353,50.499,0.553,0.711,3.254,12.982,0.778,7.228,0.87,0.774,0,460,222.917,117.272,data_traditional
3053,73.589,-36.874,53.687,0.436,0.564,3.51,16.17,0.773,81.83,0.961,0.864,0,589,527.992,124.429,data_traditional
3054,-13.357,-44.569,57.359,0.386,0.511,2.08,19.841,0.756,-88.912,0.971,0.989,1,762,798.137,126.926,data_traditional
3055,-11.21,-67.51,57.165,0.44,0.527,1.838,19.648,0.834,-81.253,0.936,0.984,1,568,517.857,129.871,data_traditional
3056,51.184,-75.244,57.791,0.447,0.489,2.059,20.273,0.915,88.857,0.967,0.989,1,880,862.185,127.416,data_traditional
3057,47.178,93.464,57.518,0.409,0.533,2.052,20.001,0.767,-74.491,0.962,0.982,1,723,808.189,135.608,data_traditional
3058,54.242,93.625,57.457,0.418,0.515,2.048,19.94,0.812,86.178,0.97,0.98,1,656,642.655,129.574,data_traditional
3059,7.541,92.334,57.668,0.393,0.489,1.99,20.15,0.802,-79.969,0.628,0.991,0,1198,1161.434,166.344,data_traditional
3060,74.659,84.501,57.441,0.396,0.557,1.747,19.924,0.711,-81.206,0.967,0.969,1,690,790.124,129.252,data_traditional
3061,72.568,80.6,57.58,0.408,0.495,2.017,20.063,0.824,-68.698,0.969,0.981,1,750,654.649,129.825,data_traditional
3062,84.806,80.426,57.434,0.405,0.593,2.132,19.917,0.683,-74.48,0.956,0.977,1,614,598.875,126.61,data_traditional
3063,51.158,76.27,57.701,0.385,0.539,1.989,20.183,0.715,-83.877,0.967,0.94,1,685,732.534,125.752,data_traditional
3064,136.209,75.585,57.073,0.395,0.677,1.785,19.556,0.583,-76.587,0.933,0.955,1,384,311.577,116.961,data_traditional
3065,81.335,74.929,57.549,0.408,0.538,2.035,20.032,0.759,-80.687,0.965,0.982,1,645,666.232,125.85,data_traditional
3066,62.982,70.37,57.676,0.411,0.552,2.047,20.159,0.744,-79.925,0.966,0.988,1,769,740.386,130.301,data_traditional
3067,65.397,66.697,57.815,0.417,0.552,1.969,20.298,0.755,-87.665,0.971,0.984,1,744,865.004,129.797,data_traditional
3068,73.197,63.223,57.838,0.419,0.569,2.004,20.321,0.736,88.086,0.938,0.971,1,710,682.575,127.985,data_traditional
3069,40.995,61.505,31.867,0.423,0.683,5.681,-5.65,0.62,-73.675,0.965,0.444,0,654,646.046,119.537,data_traditional
3070,63.432,59.957,57.126,0.405,0.607,3.692,19.609,0.668,-87.78,0.679,0.693,0,582,625.273,151.271,data_traditional
3071,122.347,59.956,57.392,0.426,0.634,2.103,19.874,0.671,-83.277,0.92,0.958,1,552,432.193,123.038,data_traditional
3072,28.22,54.89,58.215,0.451,0.521,2.022,20.698,0.867,-81.25,0.965,0.991,1,1576,1511.86,142.787,data_traditional
3073,95.799,54.454,57.876,0.419,0.575,2.073,20.358,0.728,-75.166,0.948,0.978,1,753,774.507,131.36,data_traditional
3074,-80.132,49.344,57.455,0.409,0.499,1.803,19.938,0.819,-82.068,0.977,0.99,1,852,872.166,124.139,data_traditional
3075,27.807,49.07,57.644,0.436,0.516,1.919,20.127,0.844,-82.48,0.964,0.988,1,698,701.088,126.71,data_traditional
3076,91.913,48.76,57.863,0.431,0.568,2.088,20.346,0.76,-76.517,0.94,0.989,1,849,775.082,127.905,data_traditional
3077,144.27,48.186,57.354,0.407,0.736,2.072,19.837,0.554,-75.644,0.929,0.976,1,374,419.41,117.918,data_traditional
3078,-127.096,40.833,57.7,0.428,0.514,2.291,20.182,0.833,89.377,0.945,0.98,1,598,581.019,126.27,data_traditional
3079,5.377,35.916,57.714,0.421,0.55,1.963,20.196,0.764,-85.32,0.975,0.994,1,914,964.613,130.028,data_traditional
3080,96.5,26.573,58.233,0.422,0.626,2.233,20.716,0.673,86.853,0.948,0.987,1,914,797.768,129.972,data_traditional
3081,-66.449,14.923,5.25,0.411,0.497,2.129,-32.267,0.826,18.05,0.947,0.814,1,549,402.535,121.514,data_traditional
3082,143.716,14.75,56.801,0.648,0.855,2.328,19.284,0.758,-79.543,0.924,0.922,0,331,247.265,125.003,data_traditional
3083,-133.408,-7.224,15.38,0.418,0.432,2.472,-22.137,0.969,40.192,0.913,0.915,1,288,221.901,116.016,data_traditional
3084,-127.383,-19.813,57.205,0.413,0.583,2.321,19.688,0.708,-81.869,0.957,0.984,1,528,516.738,122.575,data_traditional
3085,5.142,-20.805,57.887,0.418,0.568,2.072,20.37,0.736,-88.745,0.963,0.983,1,706,755.821,126.546,data_traditional
3086,-106.192,-42.063,57.016,0.432,0.581,2.512,19.499,0.742,-64.244,0.934,0.971,1,610,446.312,120.857,data_traditional
3087,-53.963,-95.454,57.761,0.462,0.518,1.789,20.244,0.893,71.265,0.964,0.989,1,712,606.103,122.019,data_traditional
3088,-17.065,96.256,57.568,0.432,0.516,1.965,20.051,0.839,-73.611,0.857,0.991,0,1016,1128.636,92.205,data_traditional
3089,-27.252,96.101,57.729,0.438,0.566,1.968,20.212,0.774,-69.205,0.862,0.995,0,932,936.244,102.812,data_traditional
3090,22.636,93.533,57.654,0.392,0.495,1.851,20.137,0.791,-82.74,0.966,0.986,1,754,737.95,123.448,data_traditional
3091,-34.642,92.01,57.788,0.383,0.495,1.89,20.27,0.773,-84.862,0.979,0.993,1,832,1101.361,130.451,data_traditional
3092,-129.811,89.932,57.41,0.44,0.534,1.954,19.893,0.824,-87.859,0.951,0.98,1,505,384.155,118.527,data_traditional
3093,28.18,84.638,57.571,0.413,0.514,1.957,20.054,0.804,89.413,0.973,0.984,1,771,660.084,122.431,data_traditional
3094,71.393,78.609,57.562,0.445,0.557,2.046,20.045,0.798,-84.827,0.952,0.978,1,538,559.971,121.897,data_traditional
3095,-33.663,78.684,56.584,0.62,0.989,2.256,19.067,0.627,-80.026,0.926,0.792,0,250,210.382,124.356,data_traditional
3096,53.545,77.455,57.694,0.418,0.498,1.866,20.176,0.839,-81.007,0.97,0.989,1,635,685.576,126.792,data_traditional
3097,-43.397,77.283,58.052,0.438,1.206,2.643,20.534,0.363,-78.288,0.886,0.982,0,613,776.718,130.843,data_traditional
3098,-9.841,74.575,58.028,0.405,0.503,1.838,20.511,0.805,-78.626,0.978,0.99,1,924,988.493,129.81,data_traditional
3099,87.241,74.384,57.545,0.402,0.483,2.133,20.028,0.832,-74.497,0.537,0.968,0,486,525.559,139.39,data_traditional
3100,72.328,73.002,57.65,0.422,0.553,1.977,20.132,0.764,-85.39,0.963,0.981,1,627,579.582,123.794,data_traditional
3101,64.946,71.075,57.797,0.413,0.506,1.931,20.28,0.815,-76.212,0.963,0.979,1,732,708.982,133.728,data_traditional
3102,52.825,70.07,57.479,0.429,0.608,2.165,19.962,0.706,-83.507,0.971,0.671,0,781,748.819,130.218,data_traditional
3103,16.796,69.929,57.995,0.79,3.02,1.901,20.478,0.262,0.0,0.078,0.985,0,170,-82.104,229.785,data_traditional
3104,33.257,69.217,57.861,0.415,0.519,1.92,20.344,0.799,87.697,0.971,0.988,1,787,703.626,125.831,data_traditional
3105,162.714,68.83,57.035,0.425,0.803,1.949,19.518,0.53,-80.198,0.93,0.953,1,344,270.114,115.74,data_traditional
3106,53.754,67.466,57.896,0.412,0.51,2.03,20.379,0.808,-66.211,0.961,0.985,1,714,756.334,126.45,data_traditional
3107,146.265,61.481,57.334,0.427,0.669,1.869,19.817,0.638,-74.335,0.935,0.977,1,524,391.74,118.563,data_traditional
3108,104.975,60.813,57.649,0.425,0.571,1.957,20.132,0.745,-71.784,0.751,0.982,0,649,524.05,131.027,data_traditional
3109,128.49,59.769,57.37,0.383,0.7,2.02,19.852,0.548,-84.919,0.926,0.976,1,530,459.848,122.056,data_traditional
3110,69.16,59.444,57.901,0.428,0.525,1.885,20.384,0.815,-76.002,0.937,0.968,1,630,606.125,129.953,data_traditional
3111,61.869,58.998,57.126,0.418,0.732,3.692,19.609,0.571,-86.995,0.932,0.693,0,444,500.671,133.454,data_traditional
3112,116.413,56.876,57.594,0.429,0.667,1.952,20.077,0.643,-88.455,0.93,0.979,1,514,375.902,120.725,data_traditional
3113,74.942,55.484,58.043,0.394,0.519,1.998,20.525,0.758,-83.586,0.943,0.982,1,726,701.56,127.785,data_traditional
3114,97.535,51.48,57.977,0.412,0.595,1.94,20.46,0.693,-87.446,0.94,0.978,1,604,642.737,125.963,data_traditional
3115,106.019,50.598,57.867,0.422,0.557,2.13,20.35,0.756,-83.969,0.934,0.955,1,519,439.743,121.439,data_traditional
3116,117.395,47.464,57.708,0.425,0.677,2.228,20.191,0.627,-87.123,0.927,0.976,1,523,446.282,123.343,data_traditional
3117,36.782,42.139,57.91,0.456,0.596,2.594,20.392,0.764,-87.393,0.896,0.627,0,918,996.458,154.211,data_traditional
3118,83.827,41.585,58.044,0.409,0.63,3.34,20.527,0.65,88.112,0.945,0.924,0,660,698.363,133.101,data_traditional
3119,154.133,38.323,57.693,0.415,0.614,3.225,20.175,0.676,-78.206,0.938,0.813,0,482,448.314,122.572,data_traditional
3120,133.027,38.379,57.865,0.413,0.601,2.095,20.348,0.687,-87.971,0.95,0.978,1,556,500.165,122.444,data_traditional
3121,135.387,35.004,57.908,0.415,0.641,1.986,20.391,0.648,-85.089,0.954,0.983,1,640,648.266,125.774,data_traditional
3122,146.812,28.872,57.889,0.408,0.653,2.078,20.372,0.624,-84.478,0.943,0.98,1,586,534.142,122.497,data_traditional
3123,-128.482,22.532,57.501,0.414,0.603,1.761,19.984,0.686,-86.095,0.955,0.96,1,555,583.598,127.229,data_traditional
3124,-88.92,17.891,57.926,0.419,0.482,1.836,20.409,0.869,-71.652,0.962,0.993,1,723,666.435,122.363,data_traditional
3125,-27.027,-7.403,57.95,0.434,0.489,3.45,20.433,0.887,-78.38,0.952,0.789,0,810,601.846,124.884,data_traditional
3126,-81.199,-31.997,57.889,0.432,0.501,1.968,20.372,0.862,-71.025,0.962,0.989,1,859,830.412,128.038,data_traditional
3127,-43.694,-44.772,58.012,0.439,0.499,2.232,20.494,0.881,85.138,0.969,0.969,1,739,644.017,125.971,data_traditional
3128,-61.121,-61.264,59.346,0.899,1.132,1.307,21.829,0.794,68.897,0.887,0.442,0,606,209.032,120.144,data_traditional
3129,132.82,-77.505,57.646,0.421,0.563,2.186,20.128,0.748,-87.679,0.955,0.981,1,574,556.168,120.257,data_traditional
3130,146.798,-89.887,57.156,0.4,0.499,2.167,19.639,0.8,54.752,0.939,0.925,1,284,289.628,113.87,data_traditional
3131,-75.408,-90.766,57.866,0.438,0.501,2.063,20.349,0.874,-75.31,0.963,0.987,1,695,601.269,122.255,data_traditional
3132,-46.789,94.697,57.932,0.401,0.515,1.902,20.415,0.779,-85.927,0.978,0.992,1,837,850.067,122.87,data_traditional
3133,-32.597,92.856,57.989,0.458,0.469,1.813,20.472,0.977,81.994,0.968,0.973,1,677,702.79,129.017,data_traditional
3134,-27.49,87.882,57.925,0.417,0.515,1.837,20.408,0.811,-86.146,0.973,0.988,1,959,869.014,126.764,data_traditional
3135,-33.663,78.682,56.584,0.61,0.996,2.256,19.067,0.613,-80.218,0.932,0.792,0,250,208.608,125.882,data_traditional
3136,57.496,69.291,57.715,0.443,0.59,2.336,20.198,0.75,86.49,0.943,0.975,1,542,582.299,128.024,data_traditional
3137,-31.562,69.416,58.362,0.408,0.514,1.955,20.845,0.793,-86.869,0.976,0.991,1,1053,1054.235,128.669,data_traditional
3138,34.6,61.452,58.082,0.425,0.538,1.969,20.565,0.791,-83.866,0.961,0.988,1,713,655.946,122.685,data_traditional
3139,95.052,61.333,57.719,0.404,0.619,2.067,20.201,0.652,-76.895,0.944,0.982,1,553,427.674,120.167,data_traditional
3140,-26.076,61.201,12.066,0.386,0.557,1.802,-25.452,0.694,-70.113,0.964,0.942,1,513,551.494,120.378,data_traditional
3141,51.553,55.496,58.183,0.408,0.537,1.974,20.666,0.761,-78.106,0.959,0.986,1,810,736.856,135.617,data_traditional
3142,34.32,54.23,38.312,0,0,3.527,0.795,0.0,0,0,0.894,0,223,0,0,data_traditional
3143,-16.838,51.459,57.744,0.469,0.703,2.97,20.226,0.668,-81.052,0.971,0.947,0,544,523.445,127.672,data_traditional
3144,8.535,51.803,58.369,0.416,0.545,1.825,20.852,0.762,-83.885,0.975,0.977,1,1021,987.927,131.64,data_traditional
3145,139.423,48.858,57.363,0.396,0.643,2.111,19.845,0.616,-71.129,0.947,0.965,1,366,391.487,120.552,data_traditional
3146,45.335,47.26,58.416,0.411,0.517,1.947,20.898,0.796,-79.789,0.961,0.986,1,837,803.657,126.196,data_traditional
3147,90.022,44.861,58.136,0.413,0.595,1.965,20.619,0.694,89.598,0.956,0.979,1,693,643.811,129.132,data_traditional
3148,63.013,42.759,58.363,0.391,0.563,2.063,20.846,0.696,-85.729,0.971,0.976,1,743,857.507,131.014,data_traditional
3149,137.987,35.905,58.002,0.463,0.621,2.682,20.485,0.745,-88.906,0.606,0.909,0,445,314.599,135.274,data_traditional
3150,162.417,34.455,57.544,0.398,0.645,2.015,20.027,0.618,-88.63,0.938,0.976,1,569,402.577,118.565,data_traditional
3151,88.033,32.277,58.255,0.4,0.591,1.996,20.738,0.677,-88.531,0.957,0.986,1,847,735.667,127.986,data_traditional
3152,-160.697,28.678,54.649,0.445,0.506,1.904,17.132,0.88,-89.354,0.944,0.929,1,284,248.114,115.017,data_traditional
3153,140.126,23.888,57.942,0.431,0.658,2.075,20.425,0.656,-75.328,0.938,0.987,1,640,489.913,127.174,data_traditional
3154,153.339,23.438,57.938,0.404,0.688,2.096,20.421,0.587,-82.407,0.955,0.982,1,561,496.892,120.125,data_traditional
3155,113.885,22.181,58.208,0.415,0.55,3.349,20.69,0.754,-82.28,0.775,0.944,0,696,621.974,140.989,data_traditional
3156,82.247,21.859,57.763,0.436,0.698,3.538,20.246,0.624,84.352,0.927,0.948,1,556,513.833,128.991,data_traditional
3157,127.846,18.884,58.049,0.423,0.655,2.07,20.532,0.646,-83.15,0.939,0.991,1,806,651.904,132.562,data_traditional
3158,143.716,14.747,56.801,0.632,0.842,2.328,19.284,0.751,-79.869,0.934,0.922,0,331,247.222,127.613,data_traditional
3159,110.788,13.954,58.45,0.427,0.571,2.189,20.933,0.749,-88.817,0.952,0.982,1,770,672.701,129.089,data_traditional
3160,127.161,-1.454,58.582,0.417,0.604,2.067,21.064,0.691,-86.996,0.956,0.986,1,909,818.839,130.972,data_traditional
3161,-90.39,-2.869,54.794,0.52,0.766,3.082,17.277,0.679,19.238,0.894,0.686,0,473,266.891,120.525,data_traditional
3162,-147.268,-17.863,58.312,0.457,0.544,2.06,20.795,0.84,-81.282,0.966,0.99,1,643,631.456,123.694,data_traditional
3163,134.217,-47.037,57.982,0.482,0.538,2.026,20.464,0.895,-75.99,0.947,0.984,1,712,608.587,119.65,data_traditional
3164,112.409,-48.271,57.466,0.378,0.545,2.091,19.949,0.693,-81.31,0.945,0.987,1,547,469.573,120.573,data_traditional
3165,98.355,-70.079,58.259,0.422,0.524,2.008,20.742,0.806,-87.635,0.96,0.989,1,846,792.064,125.824,data_traditional
3166,-78.016,95.397,58.099,0.389,0.511,2.048,20.582,0.763,-80.031,0.979,0.994,1,928,975.943,121.719,data_traditional
3167,1.272,87.958,57.761,0.396,0.476,2.059,20.244,0.832,-78.826,0.97,0.973,1,593,622.749,122.081,data_traditional
3168,-91.449,87.875,58.288,0.382,0.509,1.884,20.771,0.751,-80.653,0.976,0.986,1,800,824.788,123.484,data_traditional
3169,-62.046,87.733,26.479,0.416,0.56,2.066,-11.038,0.742,-69.161,0.957,0.983,1,743,665.147,124.633,data_traditional
3170,-46.58,83.979,58.074,0.386,0.495,1.971,20.557,0.781,-81.829,0.979,0.986,1,845,904.199,120.503,data_traditional
3171,-54.946,82.66,58.223,0.389,0.51,1.95,20.705,0.762,-81.13,0.977,0.992,1,949,929.16,127.603,data_traditional
3172,-66.739,75.47,58.6,0.405,0.461,1.747,21.083,0.879,-69.589,0.976,0.984,1,827,1059.75,129.779,data_traditional
3173,-0.923,69.242,58.055,0.409,0.564,1.975,20.537,0.725,-89.168,0.97,0.977,1,736,668.063,123.573,data_traditional
3174,1.534,62.119,58.236,0.403,0.525,1.837,20.719,0.768,-79.801,0.98,0.99,1,982,958.449,127.508,data_traditional
3175,-16.012,60.561,58.143,0.416,0.556,5.414,20.626,0.748,-85.963,0.97,0.647,0,839,846.182,135.436,data_traditional
3176,66.653,59.109,57.992,0.401,0.496,2.086,20.475,0.809,-71.885,0.947,0.975,1,517,460.526,124.687,data_traditional
3177,-13.427,53.173,58.426,0.424,0.508,2.02,20.909,0.835,-71.275,0.971,0.991,1,1201,984.694,130.175,data_traditional
3178,51.519,53.129,58.215,0.393,0.513,1.901,20.698,0.766,-85.534,0.968,0.986,1,868,812.37,126.915,data_traditional
3179,32.76,52.542,58.257,0.392,0.513,1.935,20.74,0.763,-86.267,0.972,0.982,1,1003,959.617,129.58,data_traditional
3180,3.296,48.861,58.543,0.381,0.512,1.89,21.026,0.744,-79.528,0.967,0.962,1,640,685.177,124.303,data_traditional
3181,21.416,45.667,58.405,0.416,0.566,2.114,20.888,0.734,-85.797,0.967,0.986,1,805,799.718,126.85,data_traditional
3182,11.88,44.99,33.783,0,0,3.935,-3.734,0.0,0,0,0.751,0,154,0,0,data_traditional
3183,14.933,43.206,58.573,0.391,0.513,1.959,21.056,0.763,-76.957,0.891,0.988,0,791,717.334,135.771,data_traditional
3184,89.672,42.585,58.151,0.415,0.562,2.23,20.634,0.739,-80.225,0.962,0.979,1,445,459.42,123.589,data_traditional
3185,84.736,40.828,58.107,1.221,3.675,2.061,20.59,0.332,0.0,0.102,0.969,0,146,-73.649,212.344,data_traditional
3186,6.592,40.053,58.673,0.417,0.513,1.903,21.156,0.814,-78.203,0.97,0.982,1,945,1052.958,129.986,data_traditional
3187,59.971,38.476,58.42,0.41,0.523,2.095,20.903,0.784,82.647,0.957,0.989,1,850,862.736,129.001,data_traditional
3188,116.097,37.017,58.128,0.405,0.528,1.969,20.61,0.767,-85.306,0.949,0.976,1,507,464.734,122.787,data_traditional
3189,97.553,36.368,58.254,0.424,0.542,2.157,20.737,0.782,-77.171,0.957,0.971,1,531,530.7,125.851,data_traditional
3190,97.836,32.955,58.132,0.406,0.589,2.14,20.615,0.69,-85.231,0.962,0.979,1,644,698.841,126.878,data_traditional
3191,-28.105,32.868,58.233,0.405,0.537,1.915,20.716,0.754,-78.409,0.978,0.987,1,891,869.88,127.775,data_traditional
3192,137.06,32.01,54.396,0,0,3.991,16.879,0.0,0,0,0.816,0,181,0,0,data_traditional
3193,48.857,31.759,58.285,0.438,0.647,3.022,20.768,0.677,-89.472,0.959,0.959,1,722,657.557,126.015,data_traditional
3194,95.15,30.884,58.256,0.416,0.545,2.213,20.739,0.763,-76.086,0.957,0.976,1,537,570.818,125.505,data_traditional
3195,71.026,29.583,58.437,0.436,0.526,1.969,20.92,0.829,-83.799,0.944,0.987,1,718,617.275,126.145,data_traditional
3196,110.405,29.773,58.168,0.405,0.583,2.105,20.651,0.695,-78.438,0.939,0.974,1,473,415.222,118.903,data_traditional
3197,38.803,23.806,57.592,0.525,0.804,2.426,20.074,0.653,-85.119,0.95,0.883,0,384,310.382,133.037,data_traditional
3198,112.344,21.727,58.114,0.382,0.625,2.222,20.597,0.61,-86.089,0.886,0.971,0,456,377.736,125.625,data_traditional
3199,145.291,21.735,57.803,0.419,0.631,1.952,20.285,0.663,-78.823,0.904,0.97,1,499,359.662,118.149,data_traditional
3200,-21.333,21.923,59.187,0.397,0.443,2.484,21.67,0.896,-63.941,0.568,0.949,0,1278,1043.161,198.092,data_traditional
3201,125.679,19.016,58.157,0.421,0.63,2.028,20.639,0.668,-81.919,0.919,0.974,1,495,411.577,125.703,data_traditional
3202,111.973,16.862,57.271,0.526,0.871,2.487,19.754,0.605,89.37,0.917,0.433,0,329,256.241,125.845,data_traditional
3203,134.36,15.415,58.291,0.405,0.563,2.058,20.773,0.72,-78.543,0.967,0.979,1,706,746.809,123.717,data_traditional
3204,146.396,14.453,57.94,0.402,0.651,2.189,20.423,0.618,-78.662,0.947,0.98,1,526,499.33,123.31,data_traditional
3205,89.412,12.443,58.652,0.436,0.559,2.303,21.135,0.779,-80.004,0.943,0.98,1,789,714.27,128.621,data_traditional
3206,113.537,12.03,58.319,0.422,0.56,2.243,20.802,0.753,-73.585,0.402,0.988,0,584,470.929,157.605,data_traditional
3207,141.24,10.523,33.179,0,0,2.187,-4.339,0.0,0,0,0.779,0,217,0,0,data_traditional
3208,69.928,9.669,59.042,0.394,0.508,3.89,21.524,0.775,-81.675,0.841,0.836,0,1041,917.408,158.839,data_traditional
3209,157.994,-0.652,58.409,0.425,0.663,1.983,20.892,0.641,-79.658,0.96,0.981,1,530,532.886,121.488,data_traditional
3210,134.946,-4.75,58.511,0.428,0.632,2.164,20.994,0.678,87.348,0.953,0.985,1,754,753.904,129.136,data_traditional
3211,85.36,-6.93,56.254,0,0,3.546,18.736,0.0,0,0,0.8,0,211,0,0,data_traditional
3212,139.509,-18.404,58.366,0.447,0.589,2.087,20.849,0.759,-87.0,0.946,0.981,1,530,467.887,120.076,data_traditional
3213,51.92,-55.55,56.854,0,0,4.007,19.337,0.0,0,0,0.682,0,150,0,0,data_traditional
3214,157.868,-73.325,58.302,0.448,0.478,1.972,20.784,0.938,85.784,0.961,0.963,1,439,429.187,116.373,data_traditional
3215,-107.578,93.337,58.363,0.424,0.543,1.88,20.846,0.781,-72.663,0.972,0.986,1,698,597.011,124.035,data_traditional
3216,-68.642,73.845,58.507,0.408,0.52,1.918,20.99,0.785,-83.394,0.978,0.974,1,1089,978.939,124.287,data_traditional
3217,-119.685,73.209,58.689,0.427,0.509,1.924,21.172,0.839,-74.186,0.97,0.982,1,861,753.181,123.818,data_traditional
3218,-61.87,70.216,58.612,0.398,0.513,1.814,21.095,0.775,-77.539,0.975,0.992,1,766,801.958,124.147,data_traditional
3219,-97.832,67.412,58.597,0.427,0.583,2.044,21.08,0.732,-81.892,0.968,0.99,1,829,743.122,127.833,data_traditional
3220,-111.942,66.477,58.972,0.391,0.507,1.915,21.455,0.771,-74.892,0.491,0.978,0,818,757.194,166.19,data_traditional
3221,-62.785,64.827,58.825,0.392,0.495,1.693,21.308,0.791,-79.794,0.979,0.989,1,1066,1228.705,128.283,data_traditional
3222,-43.951,64.876,58.397,0.397,0.528,2.047,20.88,0.751,-77.114,0.976,0.994,1,770,794.512,123.771,data_traditional
3223,-62.31,61.257,58.773,0.409,0.5,1.686,21.255,0.819,-79.873,0.98,0.985,1,1044,1072.507,127.337,data_traditional
3224,-39.82,60.83,58.485,0,0,1.843,20.967,0.0,0,0,0.985,0,929,0,0,data_traditional
3225,-10.652,56.594,58.456,0.452,0.482,1.979,20.939,0.938,-87.952,0.972,0.985,1,809,819.455,127.287,data_traditional
3226,45.563,53.146,58.197,0.396,0.526,2.001,20.68,0.753,-82.845,0.965,0.986,1,758,659.888,124.395,data_traditional
3227,-30.834,52.233,58.72,0.414,0.527,1.775,21.203,0.787,-77.097,0.972,0.989,1,1072,953.935,128.787,data_traditional
3228,-16.838,51.459,57.744,0.468,0.701,2.97,20.226,0.668,-81.058,0.971,0.947,0,544,523.419,128.149,data_traditional
3229,-10.822,51.535,58.465,0.397,0.507,1.84,20.947,0.783,-84.337,0.974,0.988,1,974,984.256,129.976,data_traditional
3230,-54.35,51.081,58.861,0.404,0.488,1.836,21.344,0.827,-81.566,0.98,0.983,1,1051,1054.348,127.51,data_traditional
3231,-12.409,47.759,15.737,0.579,0.611,3.952,-21.78,0.948,62.385,0.897,0.822,0,481,392.634,118.612,data_traditional
3232,-63.293,42.556,59.029,0.436,0.527,1.907,21.512,0.828,-83.51,0.979,0.994,1,1064,1106.957,128.408,data_traditional
3233,35.313,41.231,58.611,0.394,0.496,2.201,21.093,0.795,-87.362,0.937,0.983,1,751,845.931,136.37,data_traditional
3234,1.563,37.857,3.748,0,0,2.012,-33.77,0.0,0,0,0.978,0,491,0,0,data_traditional
